text,label,in_manual
P just made your holidays more fun. Buy any HP pavilion notebook & get a Kodak camera. Shoot it. Share it. T&C apply. HP World: WOC Rd 9986686555 / 991697439,smishing,True
Dad says hurry the hell up,ham,True
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam,True
I dunno they close oredi not... Ü v ma fan...,ham,True
Aah bless! How's your arm?,ham,True
So that means you still think of teju,ham,True
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur loved ones�.",ham,True
You have 1 new message. Please call 08712400200.,smishing,True
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",ham,True
Otherwise had part time job and tuition..now its difficult�,ham,True
All e best 4 ur driving tmr :-),ham,True
Just got outta class gonna go gym.,ham,True
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,smishing,True
Is xy going 4 e lunch?,ham,True
Dont worry. I guess he's busy.,ham,True
Then any special there?,ham,True
You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,ham,True
	Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,smishing,True
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum.,smishing,True
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham,True
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,smishing,True
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,ham,True
I'm home. Ard wat time will u reach?,ham,True
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,ham,True
Do you like Italian food?,ham,True
"Records indicate you were involved in an accident in the last 2.5 years. As such you are entitled to claim compensation, Reply CLAIM for info or STOP to opt out",smishing,True
"2 celebrate my bday, y else?",ham,True
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham,True
As per your request 'Melle Melle (Onnukoodi)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,True
Ok�talk to me later�,ham,True
Gud mrng dear hav a nice day�.do well..stay blessed,ham,True
What makes some people dearer is not just the happiness that u feel when u meet them but the pain u feel when u miss them,ham,True
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",ham,True
What your plan for pongal?,ham,True
"Sorry, got a late start, we're on the way",ham,True
Take some small dose tablet for fever,ham,True
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit ",ham,True
Cramps stopped. Going back to sleep,ham,True
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham,True
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",ham,True
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham,True
Do we have any spare power supplies,ham,True
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham,True
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",smishing,True
Chat n date now! 0871750.77.11! BT-national rate 5p/min only from landlines!,spam,True
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd ",smishing,True
You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,ham,True
Printer is cool. I mean groovy. Wine is groovying,ham,True
I am busy on Sunday as I HAVE A DATE ON SUNDAY WITH LITCI!!,ham,True
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam,True
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham,True
	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,True
Still i have not checked it my dear..,ham,True
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,spam,True
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham,True
Yeah just open chat and click friend lists. Then make the list. Easy as pie,ham,True
I sent lanre fakeye's Eckankar details to the mail box,ham,True
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,smishing,True
	Please CALL 08712402972 immediately as there is an urgent message waiting for you,smishing,True
	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,smishing,True
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",ham,True
If you r @ home then come down within 5 min,ham,True
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",ham,True
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8927307655,smishing,True
Package all your programs well,ham,True
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ham,True
Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,ham,True
Thanks for this hope you had a good day today,ham,True
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.7,00,000 prize GUARANTEED. Call 7679046492. Claim Code L92 Valid 12hrs only. ",smishing,True
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",spam,True
Gudnite....tc�sweet dreams..,ham,True
"YOU VE WON! Your 4* Costa Del Sol Holiday or £6000 await collection. Call 09050090055 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",smishing,True
	Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,smishing,True
Haven't received,ham,True
"Yeah I should be able to, I'll text you when I'm ready to meet up",ham,True
"I av a new number,  . Wil u only use this one,ta.",ham,True
Please da call me any mistake from my side sorry da. Pls da goto doctor.,ham,True
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,ham,True
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,ham,True
Haha... dont be angry with yourself... Take it as a practice for the real thing. =),ham,True
Really good:)dhanush rocks once again:),ham,True
"Get the door, I'm here",ham,True
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,ham,True
Ok thanx... Take care then...,ham,True
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,ham,True
"Short But Cute: ""Be a good person, but dont try to prove it..""",ham,True
Finish liao... U?,ham,True
So how many days since then?,ham,True
Ok that's great thanx a lot.,ham,True
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",ham,True
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,spam,True
"Nothing, i got msg frm tht unknown no..",ham,True
Yup... I havent been there before... You want to go for the yoga? I can call up to book,ham,True
Ugh hopefully the asus ppl dont randomly do a reformat.,ham,True
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701462. Claim code KL345.,smishing,True
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam,True
Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,ham,True
If you ask her or she say any please message.,ham,True
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,ham,True
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,ham,True
This is my number by vivek..,ham,True
They just talking thats it de. They wont any other.,ham,True
We are specialist in placing people in BPOs & hv al the major client.Hiring 4 collection/cce/tse 4 top 10 Bpos with good sal+inc.DAYSHIFT av.Tanvi/9953921288,spam,True
I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,ham,True
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,ham,True
You still at grand prix?,ham,True
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham,True
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",ham,True
See you there!,ham,True
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham,True
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",ham,True
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam,True
I anything lor...,ham,True
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,smishing,True
Still in the area of the restaurant. Ill try to come back soon,ham,True
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,ham,True
Many times we lose our best ones bcoz we are,ham,True
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",smishing,True
